"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000498321","0.063","0.0","0.0","0.074","0.0",,"0.0","0.421","0.385"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000384906","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000384906","0.0","0.0","0.5","0.0","0.0",,"0.0","0.509","0.06"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000357726","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000357726","0.068","0.0","0.5","0.072","0.0",,"0.0","0.545","0.072"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000295897","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000295897","0.0","0.0","0.0","0.0","0.0",,"0.0","0.563","0.563"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000291700","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000291700","0.0","0.0","0.5","0.0","0.0",,"0.0","0.569","0.175"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000363089","0.122","0.0","0.0","0.041","0.0",,"0.0","0.606","0.57"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000263341","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000263341","0.052","0.0","0.0","0.0","0.0",,"0.0","0.653","0.649"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000364210","0.055","0.0","0.5","0.0","0.0",,"0.0","0.666","0.35"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000302961","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000302961","0.126","0.0","0.0","0.1","0.0",,"0.0","0.685","0.631"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000398698","0.083","0.0","0.0","0.0","0.0",,"0.0","0.757","0.746"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000226574","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000226574","0.06","0.0","0.0","0.072","0.0",,"0.0","0.79","0.778"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000345347","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000345347","0.093","0.0","0.5","0.258","0.0",,"0.0","0.792","0.456"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000371067","0.112","0.0","0.5","0.11","0.0",,"0.0","0.794","0.54"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000284981","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000284981","0.082","0.0","0.5","0.073","0.0",,"0.0","0.827","0.643"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000367851","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000367851","0.067","0.0","0.9","0.058","0.0",,"0.0","0.926","0.26"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000385675","0.055","0.0","0.4","0.0","0.0",,"0.0","0.936","0.897"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000358548","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000358548","0.109","0.0","0.9","0.098","0.0",,"0.0","0.959","0.551"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000407586","0.056","0.0","0.9","0.098","0.0",,"0.0","0.979","0.783"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000256078","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000256078","0.088","0.0","0.9","0.495","0.0",,"0.0","0.988","0.771"
"pp","9606.ENSP00000215832 (pp) 9606.ENSP00000263025","false","pp","9606.ENSP00000215832 (pp) 9606.ENSP00000263025","0.118","0.049","0.9","0.874","0.0",,"0.0","0.994","0.581"
"pp","9606.ENSP00000216336 (pp) 9606.ENSP00000357726","false","pp","9606.ENSP00000216336 (pp) 9606.ENSP00000357726","0.121","0.0","0.0","0.094","0.0",,"0.0","0.407","0.316"
"pp","9606.ENSP00000216336 (pp) 9606.ENSP00000357727","false","pp","9606.ENSP00000216336 (pp) 9606.ENSP00000357727","0.12","0.0","0.0","0.094","0.0",,"0.0","0.415","0.326"
"pp","9606.ENSP00000216336 (pp) 9606.ENSP00000260010","false","pp","9606.ENSP00000216336 (pp) 9606.ENSP00000260010","0.084","0.0","0.0","0.0","0.0",,"0.0","0.418","0.391"
"pp","9606.ENSP00000216336 (pp) 9606.ENSP00000367851","false","pp","9606.ENSP00000216336 (pp) 9606.ENSP00000367851","0.122","0.0","0.0","0.042","0.0",,"0.0","0.43","0.377"
"pp","9606.ENSP00000216336 (pp) 9606.ENSP00000295897","false","pp","9606.ENSP00000216336 (pp) 9606.ENSP00000295897","0.059","0.0","0.0","0.084","0.0",,"0.0","0.442","0.405"
"pp","9606.ENSP00000216336 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000216336 (pp) 9606.ENSP00000363089","0.087","0.0","0.0","0.0","0.0",,"0.0","0.476","0.449"
"pp","9606.ENSP00000216336 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000216336 (pp) 9606.ENSP00000380948","0.162","0.0","0.0","0.0","0.0",,"0.0","0.492","0.419"
"pp","9606.ENSP00000216336 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000216336 (pp) 9606.ENSP00000385675","0.042","0.0","0.0","0.0","0.0",,"0.0","0.507","0.507"
"pp","9606.ENSP00000216336 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000216336 (pp) 9606.ENSP00000398698","0.07","0.0","0.0","0.066","0.0",,"0.0","0.546","0.519"
"pp","9606.ENSP00000216336 (pp) 9606.ENSP00000263341","false","pp","9606.ENSP00000216336 (pp) 9606.ENSP00000263341","0.093","0.0","0.0","0.0","0.0",,"0.0","0.602","0.58"
"pp","9606.ENSP00000216336 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000216336 (pp) 9606.ENSP00000364210","0.061","0.0","0.0","0.0","0.0",,"0.0","0.637","0.63"
"pp","9606.ENSP00000216336 (pp) 9606.ENSP00000345347","false","pp","9606.ENSP00000216336 (pp) 9606.ENSP00000345347","0.043","0.0","0.0","0.045","0.0",,"0.0","0.637","0.635"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000362057","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000362057","0.098","0.0","0.0","0.045","0.0",,"0.0","0.445","0.408"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000380948","0.151","0.0","0.0","0.0","0.0",,"0.0","0.448","0.376"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000263317","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000263317","0.055","0.0","0.0","0.045","0.0",,"0.0","0.494","0.485"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000318585","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000318585","0.055","0.0","0.0","0.229","0.0",,"0.0","0.497","0.365"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000252486","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000252486","0.051","0.0","0.0","0.057","0.0",,"0.0","0.554","0.542"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000384906","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000384906","0.042","0.0","0.4","0.0","0.0",,"0.0","0.56","0.297"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000357726","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000357726","0.076","0.0","0.4","0.045","0.0",,"0.0","0.567","0.278"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000367851","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000367851","0.122","0.0","0.0","0.045","0.0",,"0.0","0.568","0.526"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000291700","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000291700","0.0","0.0","0.4","0.0","0.0",,"0.0","0.575","0.321"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000295897","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000295897","0.0","0.0","0.0","0.0","0.0",,"0.0","0.621","0.621"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000371067","0.128","0.0","0.0","0.095","0.0",,"0.0","0.657","0.601"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000264896","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000264896","0.07","0.0","0.0","0.1","0.0",,"0.0","0.681","0.649"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000415743","0.104","0.0","0.0","0.1","0.0",,"0.0","0.693","0.649"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000261693","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000261693","0.073","0.0","0.0","0.1","0.0",,"0.0","0.697","0.666"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000358548","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000358548","0.053","0.0","0.5","0.102","0.0",,"0.0","0.713","0.405"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000407586","0.046","0.0","0.5","0.102","0.0",,"0.0","0.725","0.435"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000364210","0.0","0.0","0.4","0.05","0.0",,"0.0","0.776","0.64"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000256078","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000256078","0.053","0.0","0.5","0.102","0.0",,"0.0","0.805","0.596"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000353874","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000353874","0.0","0.0","0.0","0.093","0.0",,"0.0","0.828","0.819"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000302961","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000302961","0.125","0.0","0.0","0.335","0.0",,"0.0","0.857","0.773"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000284981","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000284981","0.042","0.0","0.4","0.071","0.0",,"0.0","0.87","0.785"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000263025","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000263025","0.059","0.0","0.0","0.072","0.0",,"0.0","0.881","0.874"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000345347","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000345347","0.111","0.0","0.4","0.294","0.0",,"0.0","0.923","0.82"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000498321","0.125","0.0","0.5","0.078","0.0",,"0.0","0.972","0.938"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000260010","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000260010","0.167","0.0","0.9","0.093","0.0",,"0.0","0.992","0.91"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000363089","0.116","0.0","0.9","0.093","0.0",,"0.0","0.993","0.932"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000385675","0.176","0.0","0.9","0.0","0.0",,"0.0","0.994","0.942"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000263341","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000263341","0.2","0.0","0.9","0.0","0.0",,"0.0","0.996","0.959"
"pp","9606.ENSP00000226574 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000226574 (pp) 9606.ENSP00000398698","0.194","0.0","0.9","0.0","0.0",,"0.0","0.999","0.995"
"pp","9606.ENSP00000237014 (pp) 9606.ENSP00000367668","false","pp","9606.ENSP00000237014 (pp) 9606.ENSP00000367668","0.0","0.0","0.0","0.0","0.0",,"0.0","0.4","0.401"
"pp","9606.ENSP00000237014 (pp) 9606.ENSP00000263341","false","pp","9606.ENSP00000237014 (pp) 9606.ENSP00000263341","0.0","0.0","0.0","0.0","0.0",,"0.0","0.418","0.418"
"pp","9606.ENSP00000237014 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000237014 (pp) 9606.ENSP00000398698","0.0","0.0","0.0","0.0","0.0",,"0.0","0.48","0.48"
"pp","9606.ENSP00000237014 (pp) 9606.ENSP00000357709","false","pp","9606.ENSP00000237014 (pp) 9606.ENSP00000357709","0.0","0.0","0.0","0.059","0.0",,"0.0","0.49","0.48"
"pp","9606.ENSP00000237014 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000237014 (pp) 9606.ENSP00000385675","0.0","0.0","0.0","0.0","0.0",,"0.0","0.571","0.571"
"pp","9606.ENSP00000237014 (pp) 9606.ENSP00000436126","false","pp","9606.ENSP00000237014 (pp) 9606.ENSP00000436126","0.0","0.0","0.0","0.0","0.0",,"0.0","0.698","0.698"
"pp","9606.ENSP00000237014 (pp) 9606.ENSP00000384906","false","pp","9606.ENSP00000237014 (pp) 9606.ENSP00000384906","0.0","0.0","0.4","0.0","0.0",,"0.0","0.834","0.736"
"pp","9606.ENSP00000237014 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000237014 (pp) 9606.ENSP00000364210","0.0","0.0","0.0","0.37","0.0",,"0.0","0.884","0.824"
"pp","9606.ENSP00000237014 (pp) 9606.ENSP00000252486","false","pp","9606.ENSP00000237014 (pp) 9606.ENSP00000252486","0.092","0.0","0.5","0.0","0.0",,"0.0","0.952","0.903"
"pp","9606.ENSP00000237014 (pp) 9606.ENSP00000284981","false","pp","9606.ENSP00000237014 (pp) 9606.ENSP00000284981","0.0","0.0","0.4","0.712","0.0",,"0.0","0.982","0.907"
"pp","9606.ENSP00000237014 (pp) 9606.ENSP00000295897","false","pp","9606.ENSP00000237014 (pp) 9606.ENSP00000295897","0.432","0.0","0.0","0.125","0.0",,"0.0","0.994","0.99"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000263317","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000263317","0.0","0.0","0.0","0.0","0.0",,"0.0","0.435","0.435"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000385675","0.0","0.0","0.0","0.0","0.0",,"0.0","0.446","0.446"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000263341","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000263341","0.0","0.0","0.0","0.0","0.0",,"0.0","0.476","0.476"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000398698","0.0","0.0","0.0","0.095","0.0",,"0.0","0.477","0.446"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000260010","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000260010","0.043","0.0","0.0","0.042","0.0",,"0.0","0.697","0.697"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000367668","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000367668","0.072","0.0","0.0","0.0","0.0",,"0.0","0.713","0.703"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000295897","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000295897","0.0","0.0","0.5","0.0","0.0",,"0.0","0.714","0.453"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000264896","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000264896","0.08","0.0","0.0","0.0","0.0",,"0.0","0.735","0.723"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000415743","0.109","0.0","0.0","0.0","0.0",,"0.0","0.742","0.722"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000261693","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000261693","0.068","0.0","0.0","0.0","0.0",,"0.0","0.745","0.738"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000363089","0.076","0.0","0.0","0.042","0.0",,"0.0","0.774","0.765"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000318585","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000318585","0.128","0.0","0.0","0.0","0.0",,"0.0","0.774","0.751"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000364210","0.048","0.0","0.0","0.0","0.0",,"0.0","0.795","0.794"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000345347","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000345347","0.0","0.0","0.0","0.0","0.0",,"0.0","0.798","0.798"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000361366","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000361366","0.043","0.0","0.0","0.0","0.0",,"0.0","0.89","0.89"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000284981","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000284981","0.113","0.0","0.0","0.552","0.0",,"0.0","0.983","0.962"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000302961","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000302961","0.0","0.0","0.0","0.0","0.0",,"0.0","0.991","0.991"
"pp","9606.ENSP00000243077 (pp) 9606.ENSP00000252486","false","pp","9606.ENSP00000243077 (pp) 9606.ENSP00000252486","0.086","0.0","0.9","0.722","0.0",,"0.0","0.999","0.997"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000357709","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000357709","0.0","0.0","0.0","0.052","0.0",,"0.0","0.501","0.496"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000362057","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000362057","0.0","0.0","0.0","0.0","0.0",,"0.0","0.501","0.501"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000263025","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000263025","0.0","0.0","0.0","0.0","0.0",,"0.0","0.506","0.506"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000291700","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000291700","0.08","0.0","0.0","0.0","0.0",,"0.0","0.527","0.507"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000260010","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000260010","0.044","0.0","0.0","0.0","0.0",,"0.0","0.543","0.542"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000263317","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000263317","0.044","0.0","0.0","0.0","0.0",,"0.0","0.562","0.56"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000367851","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000367851","0.056","0.0","0.0","0.0","0.0",,"0.0","0.594","0.588"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000367668","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000367668","0.0","0.0","0.0","0.0","0.0",,"0.0","0.621","0.621"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000498321","0.055","0.0","0.0","0.0","0.0",,"0.0","0.643","0.638"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000364210","0.0","0.0","0.0","0.0","0.0",,"0.0","0.675","0.675"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000436126","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000436126","0.047","0.0","0.54","0.0","0.0",,"0.0","0.75","0.477"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000384906","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000384906","0.0","0.0","0.54","0.0","0.0",,"0.0","0.763","0.506"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000363089","0.044","0.0","0.0","0.0","0.0",,"0.0","0.777","0.776"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000318585","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000318585","0.074","0.0","0.0","0.0","0.0",,"0.0","0.785","0.777"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000415743","0.081","0.0","0.0","0.0","0.0",,"0.0","0.795","0.786"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000264896","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000264896","0.102","0.0","0.0","0.0","0.0",,"0.0","0.797","0.784"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000398698","0.0","0.0","0.0","0.0","0.0",,"0.0","0.806","0.806"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000385675","0.0","0.0","0.0","0.0","0.0",,"0.0","0.835","0.835"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000263341","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000263341","0.087","0.0","0.0","0.0","0.0",,"0.0","0.846","0.839"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000295897","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000295897","0.129","0.0","0.0","0.071","0.0",,"0.0","0.953","0.947"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000261693","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000261693","0.107","0.0","0.0","0.115","0.0",,"0.0","0.968","0.963"
"pp","9606.ENSP00000252486 (pp) 9606.ENSP00000284981","false","pp","9606.ENSP00000252486 (pp) 9606.ENSP00000284981","0.068","0.0","0.72","0.837","0.0",,"0.0","0.999","0.999"
"pp","9606.ENSP00000256078 (pp) 9606.ENSP00000362057","false","pp","9606.ENSP00000256078 (pp) 9606.ENSP00000362057","0.055","0.0","0.0","0.187","0.0",,"0.0","0.409","0.292"
"pp","9606.ENSP00000256078 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000256078 (pp) 9606.ENSP00000363089","0.059","0.0","0.0","0.1","0.0",,"0.0","0.419","0.369"
"pp","9606.ENSP00000256078 (pp) 9606.ENSP00000316152","false","pp","9606.ENSP00000256078 (pp) 9606.ENSP00000316152","0.0","0.0","0.0","0.0","0.0",,"0.0","0.438","0.438"
"pp","9606.ENSP00000256078 (pp) 9606.ENSP00000278282","false","pp","9606.ENSP00000256078 (pp) 9606.ENSP00000278282","0.0","0.0","0.0","0.0","0.0",,"0.0","0.446","0.446"
"pp","9606.ENSP00000256078 (pp) 9606.ENSP00000263341","false","pp","9606.ENSP00000256078 (pp) 9606.ENSP00000263341","0.067","0.0","0.0","0.0","0.0",,"0.0","0.485","0.471"
"pp","9606.ENSP00000256078 (pp) 9606.ENSP00000295897","false","pp","9606.ENSP00000256078 (pp) 9606.ENSP00000295897","0.0","0.0","0.0","0.0","0.0",,"0.0","0.559","0.559"
"pp","9606.ENSP00000256078 (pp) 9606.ENSP00000302961","false","pp","9606.ENSP00000256078 (pp) 9606.ENSP00000302961","0.059","0.0","0.0","0.089","0.0",,"0.0","0.597","0.567"
"pp","9606.ENSP00000256078 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000256078 (pp) 9606.ENSP00000398698","0.067","0.0","0.0","0.0","0.0",,"0.0","0.717","0.71"
"pp","9606.ENSP00000256078 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000256078 (pp) 9606.ENSP00000385675","0.059","0.0","0.0","0.0","0.0",,"0.0","0.823","0.82"
